experiment,population,head,target,horizon_min,event_class,split,n_samples,n_positive,n_days,decision_threshold,metric,value,ci95_low,ci95_high
"E4, HEL1OS withheld",common,flare_within_15min,flare starts or is in progress within the horizon,15,>=C1.0 (GOES-18 XRS flare list),test,104186,14347,162,0.418,FP,5436.0,,
"E4, HEL1OS withheld",common,flare_within_15min,flare starts or is in progress within the horizon,15,>=C1.0 (GOES-18 XRS flare list),test,104186,14347,162,0.418,FN,6772.0,,
"E4, HEL1OS withheld",common,flare_within_15min,flare starts or is in progress within the horizon,15,>=C1.0 (GOES-18 XRS flare list),test,104186,14347,162,0.418,TN,84403.0,,
"E4, HEL1OS withheld",common,flare_within_15min,flare starts or is in progress within the horizon,15,>=C1.0 (GOES-18 XRS flare list),test,104186,14347,162,0.418,Brier_raw,0.132268,,
"E4, HEL1OS withheld",common,flare_within_15min,flare starts or is in progress within the horizon,15,>=C1.0 (GOES-18 XRS flare list),test,104186,14347,162,0.418,BSS_raw,-0.113905,,
"E4, HEL1OS withheld",common,flare_within_15min,flare starts or is in progress within the horizon,15,>=C1.0 (GOES-18 XRS flare list),test,104186,14347,162,0.418,Brier_calibrated,0.077016,,
"E4, HEL1OS withheld",common,flare_within_15min,flare starts or is in progress within the horizon,15,>=C1.0 (GOES-18 XRS flare list),test,104186,14347,162,0.418,BSS_calibrated,0.351407,0.3329,0.3688
"E4, HEL1OS withheld",common,flare_within_30min,flare starts or is in progress within the horizon,30,>=C1.0 (GOES-18 XRS flare list),test,104186,19678,162,0.456,ROC_AUC,0.752044,0.7335,0.7704
"E4, HEL1OS withheld",common,flare_within_30min,flare starts or is in progress within the horizon,30,>=C1.0 (GOES-18 XRS flare list),test,104186,19678,162,0.456,TSS,0.360381,0.3398,0.3788
"E4, HEL1OS withheld",common,flare_within_30min,flare starts or is in progress within the horizon,30,>=C1.0 (GOES-18 XRS flare list),test,104186,19678,162,0.456,POD_recall,0.452739,,
"E4, HEL1OS withheld",common,flare_within_30min,flare starts or is in progress within the horizon,30,>=C1.0 (GOES-18 XRS flare list),test,104186,19678,162,0.456,precision,0.533026,,
"E4, HEL1OS withheld",common,flare_within_30min,flare starts or is in progress within the horizon,30,>=C1.0 (GOES-18 XRS flare list),test,104186,19678,162,0.456,F1,0.489613,,
"E4, HEL1OS withheld",common,flare_within_30min,flare starts or is in progress within the horizon,30,>=C1.0 (GOES-18 XRS flare list),test,104186,19678,162,0.456,false_alarm_ratio,0.466974,,
"E4, HEL1OS withheld",common,flare_within_30min,flare starts or is in progress within the horizon,30,>=C1.0 (GOES-18 XRS flare list),test,104186,19678,162,0.456,false_positive_rate,0.092358,,
"E4, HEL1OS withheld",common,flare_within_30min,flare starts or is in progress within the horizon,30,>=C1.0 (GOES-18 XRS flare list),test,104186,19678,162,0.456,HSS,0.382479,,
"E4, HEL1OS withheld",common,flare_within_30min,flare starts or is in progress within the horizon,30,>=C1.0 (GOES-18 XRS flare list),test,104186,19678,162,0.456,frequency_bias,0.849375,,
"E4, HEL1OS withheld",common,flare_within_30min,flare starts or is in progress within the horizon,30,>=C1.0 (GOES-18 XRS flare list),test,104186,19678,162,0.456,accuracy,0.821723,,
"E4, HEL1OS withheld",common,flare_within_30min,flare starts or is in progress within the horizon,30,>=C1.0 (GOES-18 XRS flare list),test,104186,19678,162,0.456,TP,8909.0,,
"E4, HEL1OS withheld",common,flare_within_30min,flare starts or is in progress within the horizon,30,>=C1.0 (GOES-18 XRS flare list),test,104186,19678,162,0.456,FP,7805.0,,
"E4, HEL1OS withheld",common,flare_within_30min,flare starts or is in progress within the horizon,30,>=C1.0 (GOES-18 XRS flare list),test,104186,19678,162,0.456,FN,10769.0,,
"E4, HEL1OS withheld",common,flare_within_30min,flare starts or is in progress within the horizon,30,>=C1.0 (GOES-18 XRS flare list),test,104186,19678,162,0.456,TN,76703.0,,
"E4, HEL1OS withheld",common,flare_within_30min,flare starts or is in progress within the horizon,30,>=C1.0 (GOES-18 XRS flare list),test,104186,19678,162,0.456,Brier_raw,0.169548,,
"E4, HEL1OS withheld",common,flare_within_30min,flare starts or is in progress within the horizon,30,>=C1.0 (GOES-18 XRS flare list),test,104186,19678,162,0.456,BSS_raw,-0.10671,,
"E4, HEL1OS withheld",common,flare_within_30min,flare starts or is in progress within the horizon,30,>=C1.0 (GOES-18 XRS flare list),test,104186,19678,162,0.456,Brier_calibrated,0.114941,,
"E4, HEL1OS withheld",common,flare_within_30min,flare starts or is in progress within the horizon,30,>=C1.0 (GOES-18 XRS flare list),test,104186,19678,162,0.456,BSS_calibrated,0.249732,0.233,0.2651
"E4, HEL1OS withheld",common,flare_within_60min,flare starts or is in progress within the horizon,60,>=C1.0 (GOES-18 XRS flare list),test,104186,28802,162,0.527,ROC_AUC,0.700781,0.6807,0.7259
"E4, HEL1OS withheld",common,flare_within_60min,flare starts or is in progress within the horizon,60,>=C1.0 (GOES-18 XRS flare list),test,104186,28802,162,0.527,TSS,0.27074,0.247,0.2948
"E4, HEL1OS withheld",common,flare_within_60min,flare starts or is in progress within the horizon,60,>=C1.0 (GOES-18 XRS flare list),test,104186,28802,162,0.527,POD_recall,0.392264,,
"E4, HEL1OS withheld",common,flare_within_60min,flare starts or is in progress within the horizon,60,>=C1.0 (GOES-18 XRS flare list),test,104186,28802,162,0.527,precision,0.552226,,
"E4, HEL1OS withheld",common,flare_within_60min,flare starts or is in progress within the horizon,60,>=C1.0 (GOES-18 XRS flare list),test,104186,28802,162,0.527,F1,0.4587,,
"E4, HEL1OS withheld",common,flare_within_60min,flare starts or is in progress within the horizon,60,>=C1.0 (GOES-18 XRS flare list),test,104186,28802,162,0.527,false_alarm_ratio,0.447774,,
"E4, HEL1OS withheld",common,flare_within_60min,flare starts or is in progress within the horizon,60,>=C1.0 (GOES-18 XRS flare list),test,104186,28802,162,0.527,false_positive_rate,0.121524,,
"E4, HEL1OS withheld",common,flare_within_60min,flare starts or is in progress within the horizon,60,>=C1.0 (GOES-18 XRS flare list),test,104186,28802,162,0.527,HSS,0.297352,,
"E4, HEL1OS withheld",common,flare_within_60min,flare starts or is in progress within the horizon,60,>=C1.0 (GOES-18 XRS flare list),test,104186,28802,162,0.527,frequency_bias,0.710333,,
"E4, HEL1OS withheld",common,flare_within_60min,flare starts or is in progress within the horizon,60,>=C1.0 (GOES-18 XRS flare list),test,104186,28802,162,0.527,accuracy,0.744064,,
"E4, HEL1OS withheld",common,flare_within_60min,flare starts or is in progress within the horizon,60,>=C1.0 (GOES-18 XRS flare list),test,104186,28802,162,0.527,TP,11298.0,,
"E4, HEL1OS withheld",common,flare_within_60min,flare starts or is in progress within the horizon,60,>=C1.0 (GOES-18 XRS flare list),test,104186,28802,162,0.527,FP,9161.0,,
"E4, HEL1OS withheld",common,flare_within_60min,flare starts or is in progress within the horizon,60,>=C1.0 (GOES-18 XRS flare list),test,104186,28802,162,0.527,FN,17504.0,,
"E4, HEL1OS withheld",common,flare_within_60min,flare starts or is in progress within the horizon,60,>=C1.0 (GOES-18 XRS flare list),test,104186,28802,162,0.527,TN,66223.0,,
"E4, HEL1OS withheld",common,flare_within_60min,flare starts or is in progress within the horizon,60,>=C1.0 (GOES-18 XRS flare list),test,104186,28802,162,0.527,Brier_raw,0.213217,,
"E4, HEL1OS withheld",common,flare_within_60min,flare starts or is in progress within the horizon,60,>=C1.0 (GOES-18 XRS flare list),test,104186,28802,162,0.527,BSS_raw,-0.065955,,
"E4, HEL1OS withheld",common,flare_within_60min,flare starts or is in progress within the horizon,60,>=C1.0 (GOES-18 XRS flare list),test,104186,28802,162,0.527,Brier_calibrated,0.167936,,
"E4, HEL1OS withheld",common,flare_within_60min,flare starts or is in progress within the horizon,60,>=C1.0 (GOES-18 XRS flare list),test,104186,28802,162,0.527,BSS_calibrated,0.160421,0.1424,0.1757
